review,label
"워프레임 유저의 대한 평가는  99%의 긍정적 평가와 1%의 부정적 평가로 나뉜다. 99%의 상당수는 이제 막 워프레임에 눈을뜬 초심자들이고, 1%의 상당수는 대략 1만시간의 플레이시간을 넘어가는 오픈 초기부터 시작한 텐노들이다. 그들의 부정적 평가의 이유는 대부분 진심어린 애증이라고 본다. 우선 그들의 플레이타임이 그것을 증명한다.  하지만 어떠한 이유로 운영측의 정지판단이 있었거나(억울한경우가 대다수이긴 하다. 본인도 그러했듯) 매우 지루한 업데이트과정 중에 겪었을 것이 분명한데  과연 그들이 얼마의 플레티넘과 얼마의 크레딧을 쌓아뒀을지 생각한다면  고인물들의 살점이 떨어져 나가고 뼈를 깎는 전투가 아닌 초심자레벨의 전장만 투입되는 상황이 매우 지루할수 밖에 없었을 것이다. 어떤 적이든 나를 더이상 즐겁게 하지 못하는데 당연한 결과라 본다.  컨텐츠가 많을수록 즐거운건 맞다.  하지만 어떤 적대자든 한방에 끝내는 순간이 온다면 허무와 허탈은 순식간이다. 텐노를 즐겁게 하기 위해선 워프레임을 버프시킬게 아니라 적이 강해져야 한다고 생각한다. 또한 엔드컨텐츠의 시급한 다양화가 우선이지 않을까 싶다.. 2013년도부터 지금까지 자리를 지켜온 텐노들에게 경의를 표한다... 진심으로..",1
ㅋㅋㅋ 중국인이 바닥에 총을 쏘니까 상대 머리가 동시에 깨지는 게임 재밌는데 서버 바꾸고 해야할듯,0
매우 재밌음,1
스팀에 이번 세일로 산건데 에픽에서는 출시 첫날부터 구매해서 약 2000시간 좀 안되게 플레이했습니다. 기본적으로 시리즈 최고의 건플레이와 2에서 발전된 편의성 때문에 3편하면 2편하기가 매우 불편해져요. 문제점은 병신같은 스토리긴 한데 이게 상관없는 유저분이시면 세일할때 사면 후회는 안하실겁니다.  DLC 장비가 사기 장비가 많고 스킬트리 돈받고 팔면서 추가클래스는 안내지만  출시 초기에 비하면 선녀같은 밸런스와 어떤 캐릭터를 골라도 무난하게 플레이 가능해서 아무거나 골라서 키워도 됩니다.  ㅄ같은 타이니 티나의 사후지원과 비교해보면 더욱더 선녀가 되는건 덤이네요.,1
쓰레기겜 하지마셈~,0
엑스컴2 재미써연,1
핵이 너무 많아요..,0
젠장 오토체스 난 네가 좋다,1
도둑질 재밌어요  수집작 좋아하면 더 재밌게 할 수 있어요  근데 3d멀미때문에 오래 못해서 슬프네요,1
어느정도 깼다고 생각하고 하는데도 여전히 이벤트는 넘쳐나고 지루하지 않고..무엇보다 엔피씨들과 대화하는 거 자체가 재밋음..원래 게임 리뷰 다는 거 한번도 안해봤는데 처음 달아봄 진짜 재미있고 물론 돈 바짝 벌겠다고 퀘스트고 뭐고 돈만 벌라니 재미없다가 퀘스트를 하나씩 깨 나가니까 재미가 두배로 붙음..어쩔 땐 헷갈릴 때가 많은데 오히려 그게 좋음 너무 대놓고 알려줘버리면 지루할 수 있는데 뭔가 숨겨져 있고 그걸 또 찾고 하는 재미가 있음 진짜 강추@!@@@@!!!!,1
와 이거 재밌네.. 12시간 중 3시간을 우주선에 갇혀있었다는 것 빼고는 ^_^b,1
옛 추억이 떠올라 다시 플레이 해보았는데 여전히 나는 게임을 잘하는 편은 아니구나 느끼게 된게 외 인공지능이랑 하는데도 이렇게 어려운지.. 게임은 역시 명작 답게 재미있었다 ,1
아직 하는법을 잘 모르겠어요 더해봐야 할듯,0
파크4하고 5하면 하자있는게 너무많음,0
재밌다,1
겨우 5판만 했는데 연휴가 사라졌어요,1
내가 07년도에 나온 노트북으로 이걸 100시간 했다는게 대단하다,1
-70% 할인은 못참지!! 존버는 승리한다 ㅎㅎ ,1
보더랜드4 나오면 갈아타야지.. 갈아타야지.. 언제 나오지...,0
슈발 요즘 나온 미션들 왜이래,0
재밌음 시간가는줄 모름.,1
설날 용돈 벌이 달달하고,1
아직까지 성장하는 미친 게임,1
틀딱냄새는 조금 나지만 갓겜임,1
재미씀  ,1
적당히 할만함,1
저티어는 핵도 없고 부조리도 덜하고 재밌음,1
이 게임을 몇년동안 하는지 모르겠다 하다말다하다말다...,0
"그아악 독일,소련 씨입새끼들",0
명작임.,1
시간이 잘 가네요,1
우주게임 좋아한다면 무조건 추천합니다.,1
핑만 좋으면 외국인들 다 찢어발긴탠대 핑이 문제네,0
10년전 이게임에 255시간 태우고 대학못갈뻔함,1
아이작 클라이너를 라마르의 숙주로 만들고 일라이 밴스를 사체분해하고 서브스페이스 트랩마인으로 로셸을 폭파시키고 벅사일 로켓을 만드는 등 엄청난 재미를 챙길 수 있는 겜  서브스페이스 트랩마인 애드온이 버그로 없어지지만 않는다는 가정하에,1
개꿀잼  ,1
적군 죽이려고 하는 게임이 아니라  내가 살라고 발버둥치는 게임,1
30대 아재인데 그 옛날 고전게임부터 온라인게임 모바일게임 안해본게 없는데 확실한건 현세기 정점은 ELDEN RING.  어린시절부터 성인까지 한 번 쯤은 추구하던 판타지가 눈 앞에 펼쳐졌고 꿈속을 여행하는 것 같았음.,1
친구한테 선물받음. 근데 몇판 하니까 실행 안되서 못하고 있음,0
재미있습니다,1
게임은 재밌음. ,1
클라이언트는 안정화가 잘 안됨. 방금도 매치 돌려서 게임 잡혔는데 클라이언트가 튕겨서 10분정도 클라이언트 검사중이여서 못들어갔음. 결국 탈주했다고 25분 동안 게임 못들어간다고 함.  개짜증,0
종종 생각나서 하게 되네요 ㅎㅎ,1
걍처하지마셈,0
게임이 지랄 인생이 지랄 사람이 지랄  지랄 삼종 세트  뉴비는 살인마를 해도 생존자를 해도  고인물의 무게가 버겁다  하지만 재밌다 그렇기에 한다  끊고 싶으나 못 끊고 계속 피우는 담배처럼 그만 하고 싶지만 그만둘수없이 계속 마시는 술처럼 이젠 당기시오와 미시오를 보고 상가의 문을 열고 싶으나 무심코 밀듯이  이 게임 역시도 사람이 미워 그만두어도 당장 다음날이면 할 게임이 없다는 핑계를 대며 돌아오게 만든다  재밌어서 끊을수없는 게임 재밌어서 포기할수없는 게임 재밌어서 멀리할수없는 게임  재밌는 게임이 필요하다면 해보시길 바랍니다 할만한 게임이 없다면 해보시길 바랍니다 새로운 게임이 해보고 싶다면 해보시길 바랍니다   특색있는 게임입니다.,1
되게 재미있는 게임이다 게임을 하다보면 총기류에 죽는 경우보다는 수류탄 혹은 RPG에 죽는 경우가 훨씬 많이 나오므로 다들 조심하자,1
재밌삼,1
처음에는 어렵지만 하다 보면 재미를 찾게 될것입니다.,1
ㅈㄴ 재밌네 ㅋㅋ,1
지옥은 생각보다 재밌는 곳인가 봐,1
"아무리 핵 때문에 고생했다고 하더라도 핵을 쓰지도 않았는데, 그냥 실력늘어서 킬 좀 많이 했다고 바로 기간 정지 먹여버리네요....;;",0
재밌긴 한데 데센원다? 막 어렵대서 해보니까 별로 어렵진 않네요 무작정 딜량 늘리기보단 다른 방법으로 난이도를 올려주셨으면 더 재밌었을 듯 합니다,1
어제 막 설치하고 플레이해봐서 게임에 이제 막 적응 했습니다. 그러다보니 정확한 평가는 어렵네요. 재미있는 게임인 것 같습니다,1
튜토리얼이 나무위키임,0
"멀티 빼고 다 좋은, 그래서 만족하기엔 힘든 게임. 후속작이나 기다리자.",1
정신병 걸리지만 걸리면 즐겁게 시간태울 수 있는 게임,1
올 한글패치만 해주면 인생겜...,0
레이싱 휠 사고 라디오틀고 비오게 하고 트럭창문 살짝내리고 커피한잔 하면 그게 진정한 힐링아니겠습니까  이 게임은 하루 의 스트레스 를 해소할수 있는 엄청난 낭만적이고 감성있는 게임 입니다  이거 구매 할까 말까 고민하시는 분들은 그냥 저 믿고 구매 하세요!!,1
한글화좀 쳐해,0
어떤 병싄같은 팀새끼들을 만나냐에따라 혈압이 끝까지 오르는게임,0
너무 많은 사람들에게 신세를 졌다. 나로 말미암아 여러 사람이 받은 고통이 너무 크다. 앞으로 받을 고통도 헤아릴 수가 없다. 여생도 남에게 짐이 될 일 밖에 없다. 건강이 좋지 않아서 아무 것도 할 수가 없다. 책을 읽을 수도 글을 쓸 수도 없다.  너무 슬퍼하지 마라. 삶과 죽음이 모두 자연의 한 조각 아니겠는가? 미안해하지 마라. 누구도 원망하지 마라. 운명이다.  삭제해라. 그리고 집 가까운 곳에 아주 작은 비석 하나만 남겨라. 오래된 생각이다.,0
"파크라이 입문할거면 3,4편이 낫고 이건 공짜로 뿌리면 하는게 제일 나음",0
듀토리얼이 많이 불친절하고.. 사실상 이런 종류의 게임을 안해본 사람으로서.. 너무 어렵긴 했으나..  검색과 홀로 연구 끝에 대략적인 방법은 알아냈음으로.. 지금은 엄청 재미있게 하고 있음.   간단히 요약  1. 튜토리얼 및 가이드가 알아먹기 어려움.  2. 할 수 있는 컨텐츠는 많음. 하고자 하면 질릴일 없음.  3. 정보가 많이 부족함. 유튜브 및 커뮤니티에 정보가 턱없이 부족함. 고로 혼자 공부 연구 해야함.,1
1달짜리 이세계중독게임,1
시간가는 줄 모르고 하는 게임 다음날 들어와보면 바다위 수평선이 보이는 게임..,1
어렵지만 시작이 반이다  처음엠 어렵고 불친절 하지만 하다보면 어느샌가 나도 모르게 키고 함선을 몰고 있다 ㅋㅋㅋ ,1
전작과 많이 대비되는 게임형태  호불호과 갈릴수 있는 카툰식형태라 기존 문명유저한테는 접근이 힘들수도 있지만 신규유저들한테는 반대로 익숙할 수도 있다고 생각함 가시성이 떨어진다면 떨어지지만 나름 직관적이라 생각해 좋다면 좋다고 보인다  문명은 언제나 실망시키지 않으면 게임을 살 생가이라면 DLC를 전부 구매하여 게임을 하는것을 추천한다,1
좀 많이 줫같네요 게임이 흠....,0
"일단 시작하고 3분도 안되어 물리엔진 오류로 안드로메다까지 날라간 다음,   바다에 가라앉아 새로 시작해야만 했다. (올라 올 수 없었다.)  무슨 버그인지 몰라도 몇몇 무기의 모양이 나오지 않고, 총도 리볼버외엔 아직 쓸 수 없다.  엉성한 모션과 말도 안되게 핑 튀는게 미칠 것 같았지만,   그래도 지속적으로 게임을 할 수 있는 원동력은 일단 재미이다.   내 크루를 만들어 좀비에 대항한다라... 아 존나 설레네...   위기에 빠진 그룹들을 도와주며 호위한 다음, 거기 너 나의 동료가 되라 시전하는게 다인거 같다.  여튼 초반부 하고 있지만 꽤나 흥미로운 좀비 경영게임이다. 뭐 보급품 셔틀이 된 느낌은 어쩔 수 없지만...",1
뭔게임임 그래서?,0
일단 UI부터 빨리 개선하셈 무슨 대학생 과제로 만든 게임같음. 첫인상 UI가 다 망침,0
발로란트보단 좋지만 핵이 많음,0
껄껄 핑차이,0
게임은 재밋는데 ,1
서버 핑이 너무 높음 한국인들끼리 할때는 20핑정도 나오는데 외국인들이랑 하면 핑이90까지 올라감 내 컴퓨터에는 문제는 없지만 서버문제가 큰듯 이것만빼면 다 재밌음,0
이제 더는 못봐주겠다 미안 데가...미안,0
잘 풀릴 떄는 재밌는데 잘 안 풀리면 답없이 노잼. 언리얼엔진 오류 엄청 많이 떠서 겜 하기 힘듬,0
초딩들은 하면 어지러운겜 ,0
세일 할때 할인율이 어마어마한 게임  근데 옛날겜이라 지금은 추천하기 힘들듯  무료겜 카스2 하는게 좋음,0
지금으로써는  레디 오어 낫이 더 나은듯  근데 재밌긴함,1
와 최근평가 압긍 뭐냐? 가슴이 ㄹㅇ 웅장해진다... 우주갓겜 원정업데이트 계속해줘~~,1
"프롬의 장점과 단점 모두를 이식하는 데 성공한 오픈월드 RPG. 모험과 전투를 챙기고 이입과 스토리는 버렸다. 그러나 장점이 단점을 압도한다.  이것은 나의 첫 프롬 게임이었다. PC로 다크소울3를 찍먹했다가 거지같은 조작감에 바로 뱉어버린 전적이 있기에 프롬겜은 더이상 건들지 않겠다는 신조가 있었으나, 하도 평이 좋아서 세일을 틈타 구매해보게 됐다.  결론부터 말하자면, 초회차 한정으로 정말 즐길 수 있는 게임이다. 하지만 부족한 부분 역시 명확한 게임이다. 장점은 그야말로 프롬식 오픈월드를 구현해냈다는 것이고, 단점도 역시 프롬식이라는 것에서 비롯된다.  게임의 시작은 여타 프롬 게임과 같이 불합리함을 느끼는 것으로 시작한다. 처음 스토리 설명은 들어도 뭔 소리인지를 모르겠고, 황량한 세계에 던져져서 나를 처음 맞이하는 것은 나를 복날 멍멍이때리듯이 갖고 놀 트리가드이다. 하지만 명색이 오픈월드인 세계이기 떄문에, 우리는 강한 적은 우회하고, 나에게 맞는 쩌리들을 먼저 잡으며 레벨업을 하고, 그래서 더 강한 적에게 도전하고, 지도에서 못 가던 지역에도 가보고, 더 강한 무기를 얻고, 장비를 얻고, 더 좋은 스킬을 얻어 보스를 쓰러뜨리고, 결국은 신까지 떨어뜨릴 수 있게 된다.  엘든링은 정교한 레벨링을 통해 이런 고전적인 성장형 RPG의 재미를 훌륭하게 구현하면서도, 거기에 프롬식 실력주의 전투스타일을 자연스레 접목시키는 데 성공했다. 이전 소울류 게임에서 보였던 '실력지상주의'는 플레이어 스스로가 성장한다는 그런 만족감을 주는 컬트적인 특징이 있었지만, 역설적이게도 그 실력을 기르기까지 수반하는 고통 때문에 마이너한 장르가 될 수밖에 없었다. 하지만 엘든링은 그런 '실력'을 추구하면서도 그것을 다양한 무기, 장비, 혹은 레벨업로 충분히 극복할 수 있게 함으로써 대중성을 확보하는 데에 성공했다.  프롬 게임의 전통적인 특성은 엘든링의 독특한 분위기의 '세계'에도 반영되었는데, 이것은 좋은 측면도, 나쁜 측면도 확실히 있다. 과묵한. 인격체가 거의 없는. 황량한. 생기없는. 엘든링의 이런 오픈월드는, 진중한 분위기 속에서 플레이어가 오로지 세계를 탐험하고 적들을 쓰러뜨리는 데에 집중할 수 있게 만든다. 하지만 이런 분위기는 역으로, 명색이 RPG 게임인데도, 플레이어가 '인간'으로써 주인공에 이입을 하는 것을 방해한다. 특히 몇 없는 인격체 등장인물들과의 퀘스트에서 이것이 드러나는데, 이야기에 집중하기도 전에 대화는 너무 짧게 끝나고, 주인공은 과묵하고, 후속 퀘스트는 도통 예측할 수 없는 장소에서 띄엄띄엄 불친절하게 진행된다. 퀘스트 진행을 위해서는 반드시 외부 커뮤니티의 정보를 이용해야할 지경이다.  이런 이입의 문제는 게임의 메인스토리 진행에서도 두드러진다. 극도로 불친절하고 파편화된 스토리 때문에, 대부분의 플레이어들은 엔딩까지도 결국 엘든링이라는 것이 대체 무엇인지, 왜 이 보스들과 꼭 싸워야하는 건지, 스토리 진행에서 주인공이 갑자기 왜 다른 장소로 텔레포트한 것인지 도통 이해하지 못한다. 플레이어들은 그저 흘러가는 데로 따라갈 뿐이고, 성장하는 것이 재미있고, 보스와 싸우는 것이 재미있을 뿐, 정말 '주인공'이 '나'라는 생각은 들 수가 없다는 것이다. 특히 메인 스토리 진행 중 거의 필연적으로 벌어지는 한 소녀의 희생 이벤트에서도 이 문제가 두드러지는데, 그녀보다는 오히려 모험 도중 우연히 만날 수 있는 마술 스승 셀렌에게 더 정이 간다는 점에서 이 문제는 프롬에서 의도한 것이 아닌 명백한 실패임을 알 수 있다.  이런 이입의 문제는 킹덤컴2나 레데리2에서 활용한 방식이라면 꽤나 쉽게 해결할 수 있는 문제였다. 플레이어의 상태에 따라 대화 스크립트의 디테일한 변화를 조금만 더 챙기거나, 음성더빙을 지원하거나, 퀘스트에서 플레이어의 감정적인 면을 더 자극하는 방식으로 충분히 해결 가능한 것이다. 프롬에서 이쪽에 예산을 투자하여 좀만 더 보완했다면, 플레이어는 엘든링의 세계에서 모험/전투의 재미를 느끼는 것에서 더 나아가, 황량한 엘든링의 세계에 자신이 정말 홀로 던져진 듯한 기분을 받을 수 있었을 것이다.  이런 이입의 문제와 빈약한 스크립트/스토리라는 문제는 더 나아가 이 게임을 다회차 플레이할 이유를 제한한다. 한 게임을 다회차 플레이하는 것이 가치있다면 그 이유는 그 게임을 초회차만으로는 모두 즐길 수 없고, 매회차마다 게임이 새롭기 때문인데(특히 스토리 분기, 엔딩에 관해서), 이 게임은, 적어도 스토리에서만큼은, 새로움을 느낄 수가 없다. 그나마 엘든링에서 회차를 돌리는 이유는 사이버펑크 2077처럼 다양한 '빌드'로 보스들을 잡기 위해서인데 문제는 이 게임은 보스러쉬라는 것이 따로 없기 때문에, 내가 원하는 보스와 싸우려면 매회차마다 반드시 ""직접"" 이동을 해야한다는 것이다. 그 과정은 아무리 말을 타고 달려도 상당한 시간이 걸리기 때문에, 어느 순간에는 이조차 반복 노동처럼 느껴지게 되고, 다회차가 정말 그 정도의 가치가 있는지 플레이어들은 의문이 들 수밖에 없다.   DLC에 관해서는 참으로 할 말이 많은데 줄이자면, 일단 본편을 먼저 사서 해본 다음에 DLC는 나중에 결제하는 것을 추천한다. 역겨운 난이도의 최종보스, 비어있고 반복적인 맵 구성, 지나치게 불합리한 기믹 등 여러모로 욕할 것이 많지만, 그럼에도 본편에는 없는 많은 양질의 보스들도 존재하므로 본편을 잘 즐길 수 있는 사람이라면 추가로 결제할만 할 것이다.  게임 외적인 문제로는 절망적인 최적화가 있는데, 레데리2나 킹덤컴2와 비교하면 대체 왜 이 그래픽에 이렇게 많은 사양을 잡아먹는지 의문이 들 지경이다. 그래픽이 안 좋다는 것은 아니지만, 다른 오픈월드 RPG들과 비교해보면 그냥 최적화를 못한 것이 눈에 띤다.  종합적으로, 엄청난 볼륨과 함께, 프롬식 색깔을 입혔음에도 순수하게 재미있는 오픈월드 세계임을 고려하면, 정가를 주고도 충분히 플레이할 가치가 있는 게임이다. 명확한 단점들은 참 아쉽지만, 프롬 특유의 암울한 세계에서 성장하는 재미, 모험하는 재미, 보스전의 재미만으로도 그것을 메꿀만하다. 다만, DLC는 본편의 단점이 더 심화되었으므로 본편을 직접 플레이해본 후 구매할지 결정하는 것을 추천한다.",1
이브는 거대한 우주에서 우주선을 운영하는 당신이 할 수 있는 거의 모든것을 구현한 rpg 게임입니다  ,1
아직도 사람 많음,1
매번 할때마다 새롭고 재밌음,1
"애당초 머리통 날려버리는게 할일인 께임[spoiler]인데  거기에 장애인, 정신병자, LGBT이야기를 끼얹으면  이게 P--C입니까 아니면 고도의 돌려까기입니까 아무튼 대충 하나둘화이팅 이라는 스토리입니다. 화이팅! [/spoiler]  그니까 저도 잘 모르겠고 형님들 일단 유니크나 줍으세요! ---  애증이다 진짜  스토리는 1/2.  신기능, 스케일, 재미는 3",0
개쓰레기 게임  내가 쏘면 다 도탄  상대편이 쏘면 승무원 부상 아니면 한방에 뒤짐  개쓰레기겜,0
포병 0ㅐ미뒤짐,0
한번 푹 빠졌을 때 진득하니 했던 게임 중 하나  랜덤 멀티로도 재미있게 했었던 게임.,1
재밌긴한데 공부인듯 ㅋㅋ;; 초반엔 진짜 모르면 뒤@짐,1
큐가 안잡힌다는 변명으로 솔큐 다인큐 함께 매칭. 편차는 심함. 150핑 동남아 쳐박기 그냥 일반만 하시려면 하십쇼. 삭제하렵니다. 수고하세요. 유비는 그냥 나가 뒤지세요,0
 조아서 ,1
사실상 하프라이프 타이쿤,0
친구랑 같이 하면 재밌습니다. 인도해줄 친구가 없는 뉴비는 헤맬듯... 초반 튜토리얼이 불친절하지만 컨텐츠는 많은 생존겜,1
솔직히 재밌다,1
고칠점이야 많지만 재밌어요~,1
리얼하게 잘 만들었습니다. 중국 친구들과 영어권 친구들 밖에 없어서 의사소통이 어렵지만 재밌음 주변 친구들을 섭외했지만 제대로 뛰어보지도 못하고 의문사를 못견뎌서 탈주함. 일단 이게임을 시작하면 아무것도 못하고 의문사로 1000번은 죽어야 아! 이렇게 숨어 다녀야 안뒤지겠네? 를 깨닭고 오마하 미군 체험을 버티고 게임을 삭제하지 않는다면 진정한 솔져로 태어납니다   ,1
눈 아파 ㅡㅡ 환불 못해서 아쉽다,0
할게 너무 많아 접 복 접 복 무한반복 신규 워프레임이나 프라임 나올때 마다 기웃기웃,0
 그거 빼고 보면 그냥 이게 루트슈터 탑인거같은데...,1
스토리가 상당히 별로지만,0
요즘 20대 여대생인 내가 부자가 될 수 잇엇던 사연.txt 이런 글 ㅈㄴ많네 지랄좀그만해 얘들아 내가 절약하는법 진짜로 알려줄게 스팀에 들어가서 사이버펑크2077을 사 그리고 플레이타임 100시간을찍어 그럼 1시간에 약 520원밖에 안 드는 레전드가성비취미야 스팀게임은,1
이게 국밥이다,1
이랬던 놈들이 어째서,0
이 벙슨같은 게임은 웨스트를 가도 동아시아인밖에 없는 기적의 게임입니다.,0
"이 게임은 오토체스용 입니다. 그마저도 이제는 아니지만.    정말 여러 단점이 있지만 우리나라에서 망한 이유는 크게 두가지 입니다.  1. 느린 템포  2. 직관성 저하    모든 챔들이 휘적거리며 느리고 이것때문에 맞는것도 때리는것도 별 느낌이 없습니다.  템사는것부터 조합방법까지 직관성이 없고 오브젝트도 직관적이지 않습니다.  스킬들도 이펙트 가시성이 부족하여 직관성이 없습니다.    그러니 전체적으로 고무인형들이 느리게 움직이는 것 같고  플레이시간조차 매우 길기때문에 루즈해집니다.    교전이 적은건 아닌데, 화끈한 교전보다는 짤짤이 짜르기, 짤짤이 짜르기, 이런것의 반복이고  그렇다고 타이밍 봐서 갑자기 타워를 시원하게 미는것도 아닙니다.    모든 챔들이 우~워~ 하는 느낌들입니다.    뉴비분들이 챔 배우고, 아이템 배우고, 오브젝트 배우고 해도 결국 시원한! 쾌감있는 게임은 안됩니다.  오히려 잘하면 잘할수록 CS 하나하나 엄청나게 신경쓰면서 상대 서폿 한대한대 생각하는 집중하며 하는, 하지만 오랫동안 하는 지지부진한 라인전과 정글이 기다릴뿐입니다. 느릿느릿한.     당신이 캐리를 하든 서폿을 하든 탱커를 하든 똑같습니다.  디자인성 부터가 적어도 우리나라와는 맞지않고 롤에게 밀리는 이유는 사실 국제적으로도 밀리기때문에 뭐. 캐리하는 맛도 롤보다 적고 서폿하는 맛도 적고 탱커하는 맛도 적습니다.",0
중국인이너무많음. 힘들게들어가면 강퇴당하는게 부지기수임,0
대형 화물 버스  운전 기사  직업 꿈을  가지고 있으면     이 게임 추천합니다.  그래픽  좋으며    재미 있습니다.,1
이 게임은 할 수록 휠컨트롤러를 사고싶다는 생각만 듭니다. 가끔 머리 복잡할 때 멍때리면서 하기 좋아요.,1
진짜 무조건 해야하는 게임 1위,1
"유럽 전역을 여행하며 트럭으로 배송하는 게임, 한국라디오 설치해서 천천히 달리면서 들으면 킬링타임으로 재미있습니다",1
현질좆망겜,0
개인적으로 이게 언차티드4 보다 재밌음  그래픽 : 언차티드 승 전투 : 비슷함 탐험 요소 : 툼레이더 승 퍼즐 : 툼레이더 승 최적화 : 언차티드 승  이게 2015년작 작품이라구?? 그냥 갓겜임. 물론 게임 도중 프레임은 간헐적으로 떨어지는 게 단점,1
"배틀아이를 설치하지 않으니 게임이 실행되지 않네요. 안티치트를 게임 내부적으로 구현하면 될 것을, 굳이 서드파티 프로그램까지 끌고 와고서는 싱글 플레이어도 하지 못하도록 막아놓으니 짜증나네요. 그냥 이 게임은 라이브러리에 묵혀둘 것 같습니다.",0
아직도 어떻게 하는지 모르겠어요..,0
시간이 삭제됨,1
재밌어요 할일할때 사요,1
좋음  ,1
할인가로 할 만 합니다,1
친구없어서 혼자하는데도 재밌네요,1
7하다 보니 6가 그립네.,0
이 선물을 옆에 있는 감자한테 받았습니다.  그 친구한테 애도를 표합니다.    게임은 매우 만족합니다.  한번 사서 중국인들과 우정을 나눠보시는걸 매우 권장드립니다.  ,0
개인적으로 마크 상위호환,1
잘 만든 것 같은데 ,1
이렇게 불친절하면 누가 게임합니까.. 서양게임에서 욕쟁이할매표 맛집이라니 참,0
재밌어요 허허허허헣,1
모드 깔면 안 굶게 되는 게임. 모드 안 깔면 굶기 싫은데 굶어야 하는 게임.,0
재밌는데 한번 하면 인생 바쳐야하는 게임 내가 원하는 서바이벌,1
흑흑 다시봐도 선녀가 맞다 흑흑....  문명 6는 문명시리즈 입니다! 모두 문 7을 깝시다!,0
"아주 긍정정인 희망을 품고 우주게임에 접근 한다면, 이딴 쓰레기 게임에 시간을 낭비하자 말자  그들의 친절한 설명에 너의 남은 머리카락 마저 다 뽑혀 버릴 것이다. 이것은 흡사 게임이 아니라  학업이자 연구이며, 그들의 소통 방식은 인터페이스에서 숨은 그림 찾기를 하는 것과 같다.  설명이 너무 부족하기 때문에 듀토리얼을 본다고 해도. 너의 짜증나는 모습을 거울에 볼것이며 하루만에 삭제할 것이다.",0
ㄹㅇ 자주포 없는거만으로도 암이 치유됨 ㅎㅎ,1
다시해도 잼나네,1
"무슨 게임 로딩 존나 길어 그냥  로딩하다 크래시나고 로딩하다 크래시나고 캐릭터 생성도 아직 못해봤는데 플탐이 3.1시간이다 로딩창이랑 검은화면, 응답없음만 3.1시간째 보는 중  이게 게임이냐 무슨 I7 9700에 SSD인데 로딩 이렇게 긴게 말이야 방구야 진짜 ",0
★★★★☆ 3.5/5 버기로 기관총 두다다다 갈기면서 도로 타니까 재밌었음...워낙 길치라 잘못갔는지 누가 계속 디코로 불렀는데 일단 밟음.,1
내스페이스바를부숴버린게임(뛰어쓰기가안됨)  스페이스바 고치고 난뒤 적는글:당신의 인생을 좇되게 할수있는 게임!! 강력!! 비추천!!!,1
영국 승률 망겜,0
용량이 너무 커요,0
물어뭐해 3살짝 기대할까 헀는데 나온꼴 보니  이게 훨씬 재밋다든디    벌써 몇년째 생각날때마다 함 ㅇㅇ,1
하지마라...,0
우주선을 만들고 열심히 자원을 모은다음에 모르는 사람에게 그 모든걸 빼앗기는 게임,0
"조온나게 하면서 이게임 꺠달은 점  1) 한명을 위해 희생하는 4명의 게임 - 25분만 넘어가도 하드캐리 포지션이 못하면 유리해도 졌다고 느껴짐 즉 이 하드캐리 포지션을 뒷받침 하기위해 25분동안 나머지 4명이 지지고 볶는 식임. 좋게보면 초반/후반 극명히 플레이 방식이 바뀌어서 다채롭게 느껴지지만, 자의식 강한 사람한테는 조옷같은 게임으로 느껴질거임  2)상당히 잔테크닉이 많이 요구됨 레이팅 3K만 들어가도 와드 포지션이나 풀링 등등 알아야할 잡지식과 테크닉이 너무나 많음. 이거 모르면 분명 라인 힘싸움은 비등한거같은데 레벨에서 밀리다가 어디로 가든 갱킹당해서 연속으로 죽고 게임은 터짐  3)아이템 자유도가 엄청남 원딜이라고 공템만 처바르는 롤과 다르게 여긴 코어템이란 개념이 희박함. 특히나 어떤 아이템을 올리냐에 따라서 포지션이 변하는 캐릭터가 너무 많음  요약)가벼운 마음으로 도전할만한 게임은 아님. 인성빻은 새끼들도 많고 워낙 팀단위로 다니는 게임이라 연대책임도 오져서 마음만 다치고 접을 것",0
게임이 엄청 재밌고 즐길것도 많고 노가다할 것도 많지만 그걸 하면서도 재밌고 즐거움.  dlc가 워낙 비싸서 할인할때마다 야금야금 하나씩 사서 스토리를 보면서 만족하는 게임,1
재밌는데 어려움,1
백포블보다 갓겜,1
완벽한게임,1
패치할수록 겜이 망가지네,0
운빨ㅈ망 병사들과 함께하는 지구 되찾기 프로젝트  쥬우우웅... 투돠돠돠다!    !감나빗 !  tip : 난수고정이라 세이브로드 신공할거면 위치를 바꾸든 순서를 바꾸든 해야함,0
시리즈 중 가장 높은 확률로 시간낭비용 게임 나무위키 한번 정독하면 플레이안해도 됨 바로 6편으로 넘어가면 될듯,0
그냥 어지럽고 ㅈ노잼,0
아 퍼디를하고나니 여기가 이뻐보인다,0
"항공기,전차,함선을 튜토 하고 첫판을 했었을때는 재미 있었는데  매칭된 판에 상대팀이 봇들만 보여서 지루하고 연구도 오래 걸려요",0
좀비 존나 많네,0
제발해줘,1
할인하길래 샀는데 재밌네요 ㅋ,1
